id,title,make,model,variant,price,year,mileage,fuelType,transmission,distanceMiles,postcodeArea,source,dealerName,motExpiry,listedAt,valueScore,valueInsight,imageUrl,originalListingUrl
746,Ford Fiesta Titanium #746,Ford,Fiesta,Titanium,27734,2024,19202,Diesel,Manual,124,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,70,£946 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/746
747,BMW 118i Sport #747,BMW,118i,Sport,28113,2025,19339,Hybrid,Automatic,131,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,71,£947 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/747
748,Toyota Yaris Hybrid #748,Toyota,Yaris,Hybrid,28492,2015,19476,Electric,Manual,138,SW18,eBay,Direct Autos,Dec 2026,2026-06-21,72,£948 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/748
749,Audi A3 TDI Sport #749,Audi,A3,TDI Sport,28871,2016,19613,Petrol,Automatic,145,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-22,73,£949 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/749
750,Nissan Leaf Tekna #750,Nissan,Leaf,Tekna,29250,2017,19750,Diesel,Manual,2,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-23,74,£950 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/750
751,Honda Civic i-VTEC #751,Honda,Civic,i-VTEC,29629,2018,19887,Hybrid,Automatic,9,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-24,75,£951 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/751
752,Mazda 3 SE-L #752,Mazda,3,SE-L,30008,2019,20024,Electric,Manual,16,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-25,76,£952 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/752
753,Volkswagen Golf 1.5 TSI #753,Volkswagen,Golf,1.5 TSI,30387,2020,20161,Petrol,Automatic,23,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-26,77,£953 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/753
754,Ford Fiesta Titanium #754,Ford,Fiesta,Titanium,30766,2021,20298,Diesel,Manual,30,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-27,78,£954 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/754
755,BMW 118i Sport #755,BMW,118i,Sport,5145,2022,20435,Hybrid,Automatic,37,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-28,79,£955 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/755
756,Toyota Yaris Hybrid #756,Toyota,Yaris,Hybrid,5524,2023,20572,Electric,Manual,44,SW6,eBay,AutoMart London,Dec 2026,2026-06-01,80,£956 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/756
757,Audi A3 TDI Sport #757,Audi,A3,TDI Sport,5903,2024,20709,Petrol,Automatic,51,SW7,Dealer Site,City Motors,Dec 2026,2026-06-02,81,£957 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/757
758,Nissan Leaf Tekna #758,Nissan,Leaf,Tekna,6282,2025,20846,Diesel,Manual,58,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-03,82,£958 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/758
759,Honda Civic i-VTEC #759,Honda,Civic,i-VTEC,6661,2015,20983,Hybrid,Automatic,65,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-04,83,£959 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/759
760,Mazda 3 SE-L #760,Mazda,3,SE-L,7040,2016,21120,Electric,Manual,72,SW10,eBay,Direct Autos,Dec 2026,2026-06-05,84,£960 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/760
761,Volkswagen Golf 1.5 TSI #761,Volkswagen,Golf,1.5 TSI,7419,2017,21257,Petrol,Automatic,79,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-06,85,£961 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/761
762,Ford Fiesta Titanium #762,Ford,Fiesta,Titanium,7798,2018,21394,Diesel,Manual,86,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-07,86,£962 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/762
763,BMW 118i Sport #763,BMW,118i,Sport,8177,2019,21531,Hybrid,Automatic,93,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-08,87,£963 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/763
764,Toyota Yaris Hybrid #764,Toyota,Yaris,Hybrid,8556,2020,21668,Electric,Manual,100,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-09,88,£964 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/764
765,Audi A3 TDI Sport #765,Audi,A3,TDI Sport,8935,2021,21805,Petrol,Automatic,107,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-10,89,£965 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/765
766,Nissan Leaf Tekna #766,Nissan,Leaf,Tekna,9314,2022,21942,Diesel,Manual,114,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-11,90,£966 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/766
767,Honda Civic i-VTEC #767,Honda,Civic,i-VTEC,9693,2023,22079,Hybrid,Automatic,121,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-12,91,£967 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/767
768,Mazda 3 SE-L #768,Mazda,3,SE-L,10072,2024,22216,Electric,Manual,128,SW18,eBay,AutoMart London,Dec 2026,2026-06-13,92,£968 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/768
769,Volkswagen Golf 1.5 TSI #769,Volkswagen,Golf,1.5 TSI,10451,2025,22353,Petrol,Automatic,135,SW19,Dealer Site,City Motors,Dec 2026,2026-06-14,93,£969 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/769
770,Ford Fiesta Titanium #770,Ford,Fiesta,Titanium,10830,2015,22490,Diesel,Manual,142,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-15,94,£970 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/770
771,BMW 118i Sport #771,BMW,118i,Sport,11209,2016,22627,Hybrid,Automatic,149,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-16,95,£971 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/771
772,Toyota Yaris Hybrid #772,Toyota,Yaris,Hybrid,11588,2017,22764,Electric,Manual,6,SW2,eBay,Direct Autos,Dec 2026,2026-06-17,96,£972 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/772
773,Audi A3 TDI Sport #773,Audi,A3,TDI Sport,11967,2018,22901,Petrol,Automatic,13,SW3,Dealer Site,EV Specialists,Dec 2026,2026-06-18,97,£973 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/773
774,Nissan Leaf Tekna #774,Nissan,Leaf,Tekna,12346,2019,23038,Diesel,Manual,20,SW4,Local Garage,AutoMart London,Dec 2026,2026-06-19,55,£974 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/774
775,Honda Civic i-VTEC #775,Honda,Civic,i-VTEC,12725,2020,23175,Hybrid,Automatic,27,SW5,Partner Dealer,City Motors,Dec 2026,2026-06-20,56,£975 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/775
776,Mazda 3 SE-L #776,Mazda,3,SE-L,13104,2021,23312,Electric,Manual,34,SW6,eBay,Premium Cars Ltd,Dec 2026,2026-06-21,57,£976 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/776
777,Volkswagen Golf 1.5 TSI #777,Volkswagen,Golf,1.5 TSI,13483,2022,23449,Petrol,Automatic,41,SW7,Dealer Site,Green Drive Motors,Dec 2026,2026-06-22,58,£977 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/777
778,Ford Fiesta Titanium #778,Ford,Fiesta,Titanium,13862,2023,23586,Diesel,Manual,48,SW8,Local Garage,Direct Autos,Dec 2026,2026-06-23,59,£978 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/778
779,BMW 118i Sport #779,BMW,118i,Sport,14241,2024,23723,Hybrid,Automatic,55,SW9,Partner Dealer,EV Specialists,Dec 2026,2026-06-24,60,£979 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/779
780,Toyota Yaris Hybrid #780,Toyota,Yaris,Hybrid,14620,2025,23860,Electric,Manual,62,SW10,eBay,AutoMart London,Dec 2026,2026-06-25,61,£980 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/780
781,Audi A3 TDI Sport #781,Audi,A3,TDI Sport,14999,2015,23997,Petrol,Automatic,69,SW11,Dealer Site,City Motors,Dec 2026,2026-06-26,62,£981 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/781
782,Nissan Leaf Tekna #782,Nissan,Leaf,Tekna,15378,2016,24134,Diesel,Manual,76,SW12,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-27,63,£982 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/782
783,Honda Civic i-VTEC #783,Honda,Civic,i-VTEC,15757,2017,24271,Hybrid,Automatic,83,SW13,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-28,64,£983 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/783
784,Mazda 3 SE-L #784,Mazda,3,SE-L,16136,2018,24408,Electric,Manual,90,SW14,eBay,Direct Autos,Dec 2026,2026-06-01,65,£984 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/784
785,Volkswagen Golf 1.5 TSI #785,Volkswagen,Golf,1.5 TSI,16515,2019,24545,Petrol,Automatic,97,SW15,Dealer Site,EV Specialists,Dec 2026,2026-06-02,66,£985 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/785
786,Ford Fiesta Titanium #786,Ford,Fiesta,Titanium,16894,2020,24682,Diesel,Manual,104,SW16,Local Garage,AutoMart London,Dec 2026,2026-06-03,67,£986 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/786
787,BMW 118i Sport #787,BMW,118i,Sport,17273,2021,24819,Hybrid,Automatic,111,SW17,Partner Dealer,City Motors,Dec 2026,2026-06-04,68,£987 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/787
788,Toyota Yaris Hybrid #788,Toyota,Yaris,Hybrid,17652,2022,24956,Electric,Manual,118,SW18,eBay,Premium Cars Ltd,Dec 2026,2026-06-05,69,£988 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/788
789,Audi A3 TDI Sport #789,Audi,A3,TDI Sport,18031,2023,25093,Petrol,Automatic,125,SW19,Dealer Site,Green Drive Motors,Dec 2026,2026-06-06,70,£989 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/789
790,Nissan Leaf Tekna #790,Nissan,Leaf,Tekna,18410,2024,25230,Diesel,Manual,132,SW0,Local Garage,Direct Autos,Dec 2026,2026-06-07,71,£990 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/790
791,Honda Civic i-VTEC #791,Honda,Civic,i-VTEC,18789,2025,25367,Hybrid,Automatic,139,SW1,Partner Dealer,EV Specialists,Dec 2026,2026-06-08,72,£991 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/791
792,Mazda 3 SE-L #792,Mazda,3,SE-L,19168,2015,25504,Electric,Manual,146,SW2,eBay,AutoMart London,Dec 2026,2026-06-09,73,£992 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/792
793,Volkswagen Golf 1.5 TSI #793,Volkswagen,Golf,1.5 TSI,19547,2016,25641,Petrol,Automatic,3,SW3,Dealer Site,City Motors,Dec 2026,2026-06-10,74,£993 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/793
794,Ford Fiesta Titanium #794,Ford,Fiesta,Titanium,19926,2017,25778,Diesel,Manual,10,SW4,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-11,75,£994 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/794
795,BMW 118i Sport #795,BMW,118i,Sport,20305,2018,25915,Hybrid,Automatic,17,SW5,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-12,76,£995 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/795
796,Toyota Yaris Hybrid #796,Toyota,Yaris,Hybrid,20684,2019,26052,Electric,Manual,24,SW6,eBay,Direct Autos,Dec 2026,2026-06-13,77,£996 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/796
797,Audi A3 TDI Sport #797,Audi,A3,TDI Sport,21063,2020,26189,Petrol,Automatic,31,SW7,Dealer Site,EV Specialists,Dec 2026,2026-06-14,78,£997 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/797
798,Nissan Leaf Tekna #798,Nissan,Leaf,Tekna,21442,2021,26326,Diesel,Manual,38,SW8,Local Garage,AutoMart London,Dec 2026,2026-06-15,79,£998 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/798
799,Honda Civic i-VTEC #799,Honda,Civic,i-VTEC,21821,2022,26463,Hybrid,Automatic,45,SW9,Partner Dealer,City Motors,Dec 2026,2026-06-16,80,£999 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/799
800,Mazda 3 SE-L #800,Mazda,3,SE-L,22200,2023,26600,Electric,Manual,52,SW10,eBay,Premium Cars Ltd,Dec 2026,2026-06-17,81,£1000 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/800
801,Volkswagen Golf 1.5 TSI #801,Volkswagen,Golf,1.5 TSI,22579,2024,26737,Petrol,Automatic,59,SW11,Dealer Site,Green Drive Motors,Dec 2026,2026-06-18,82,£1001 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/801
802,Ford Fiesta Titanium #802,Ford,Fiesta,Titanium,22958,2025,26874,Diesel,Manual,66,SW12,Local Garage,Direct Autos,Dec 2026,2026-06-19,83,£1002 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/802
803,BMW 118i Sport #803,BMW,118i,Sport,23337,2015,27011,Hybrid,Automatic,73,SW13,Partner Dealer,EV Specialists,Dec 2026,2026-06-20,84,£1003 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/803
804,Toyota Yaris Hybrid #804,Toyota,Yaris,Hybrid,23716,2016,27148,Electric,Manual,80,SW14,eBay,AutoMart London,Dec 2026,2026-06-21,85,£1004 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/804
805,Audi A3 TDI Sport #805,Audi,A3,TDI Sport,24095,2017,27285,Petrol,Automatic,87,SW15,Dealer Site,City Motors,Dec 2026,2026-06-22,86,£1005 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/805
806,Nissan Leaf Tekna #806,Nissan,Leaf,Tekna,24474,2018,27422,Diesel,Manual,94,SW16,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-23,87,£1006 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/806
807,Honda Civic i-VTEC #807,Honda,Civic,i-VTEC,24853,2019,27559,Hybrid,Automatic,101,SW17,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-24,88,£1007 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/807
808,Mazda 3 SE-L #808,Mazda,3,SE-L,25232,2020,27696,Electric,Manual,108,SW18,eBay,Direct Autos,Dec 2026,2026-06-25,89,£1008 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/808
809,Volkswagen Golf 1.5 TSI #809,Volkswagen,Golf,1.5 TSI,25611,2021,27833,Petrol,Automatic,115,SW19,Dealer Site,EV Specialists,Dec 2026,2026-06-26,90,£1009 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/809
810,Ford Fiesta Titanium #810,Ford,Fiesta,Titanium,25990,2022,27970,Diesel,Manual,122,SW0,Local Garage,AutoMart London,Dec 2026,2026-06-27,91,£1010 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/810
811,BMW 118i Sport #811,BMW,118i,Sport,26369,2023,28107,Hybrid,Automatic,129,SW1,Partner Dealer,City Motors,Dec 2026,2026-06-28,92,£1011 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/811
812,Toyota Yaris Hybrid #812,Toyota,Yaris,Hybrid,26748,2024,28244,Electric,Manual,136,SW2,eBay,Premium Cars Ltd,Dec 2026,2026-06-01,93,£1012 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/812
813,Audi A3 TDI Sport #813,Audi,A3,TDI Sport,27127,2025,28381,Petrol,Automatic,143,SW3,Dealer Site,Green Drive Motors,Dec 2026,2026-06-02,94,£1013 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/813
814,Nissan Leaf Tekna #814,Nissan,Leaf,Tekna,27506,2015,28518,Diesel,Manual,150,SW4,Local Garage,Direct Autos,Dec 2026,2026-06-03,95,£1014 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/814
815,Honda Civic i-VTEC #815,Honda,Civic,i-VTEC,27885,2016,28655,Hybrid,Automatic,7,SW5,Partner Dealer,EV Specialists,Dec 2026,2026-06-04,96,£1015 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/815
816,Mazda 3 SE-L #816,Mazda,3,SE-L,28264,2017,28792,Electric,Manual,14,SW6,eBay,AutoMart London,Dec 2026,2026-06-05,97,£1016 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/816
817,Volkswagen Golf 1.5 TSI #817,Volkswagen,Golf,1.5 TSI,28643,2018,28929,Petrol,Automatic,21,SW7,Dealer Site,City Motors,Dec 2026,2026-06-06,55,£1017 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/817
818,Ford Fiesta Titanium #818,Ford,Fiesta,Titanium,29022,2019,29066,Diesel,Manual,28,SW8,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-07,56,£1018 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/818
819,BMW 118i Sport #819,BMW,118i,Sport,29401,2020,29203,Hybrid,Automatic,35,SW9,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-08,57,£1019 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/819
820,Toyota Yaris Hybrid #820,Toyota,Yaris,Hybrid,29780,2021,29340,Electric,Manual,42,SW10,eBay,Direct Autos,Dec 2026,2026-06-09,58,£1020 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/820
821,Audi A3 TDI Sport #821,Audi,A3,TDI Sport,30159,2022,29477,Petrol,Automatic,49,SW11,Dealer Site,EV Specialists,Dec 2026,2026-06-10,59,£1021 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/821
822,Nissan Leaf Tekna #822,Nissan,Leaf,Tekna,30538,2023,29614,Diesel,Manual,56,SW12,Local Garage,AutoMart London,Dec 2026,2026-06-11,60,£1022 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/822
823,Honda Civic i-VTEC #823,Honda,Civic,i-VTEC,30917,2024,29751,Hybrid,Automatic,63,SW13,Partner Dealer,City Motors,Dec 2026,2026-06-12,61,£1023 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/823
824,Mazda 3 SE-L #824,Mazda,3,SE-L,5296,2025,29888,Electric,Manual,70,SW14,eBay,Premium Cars Ltd,Dec 2026,2026-06-13,62,£1024 below similar listings,/images/cars/mazda-3.jpg,https://example.invalid/listing/824
825,Volkswagen Golf 1.5 TSI #825,Volkswagen,Golf,1.5 TSI,5675,2015,30025,Petrol,Automatic,77,SW15,Dealer Site,Green Drive Motors,Dec 2026,2026-06-14,63,£1025 below similar listings,/images/cars/vw-golf.jpg,https://example.invalid/listing/825
826,Ford Fiesta Titanium #826,Ford,Fiesta,Titanium,6054,2016,30162,Diesel,Manual,84,SW16,Local Garage,Direct Autos,Dec 2026,2026-06-15,64,£1026 below similar listings,/images/cars/ford-fiesta.jpg,https://example.invalid/listing/826
827,BMW 118i Sport #827,BMW,118i,Sport,6433,2017,30299,Hybrid,Automatic,91,SW17,Partner Dealer,EV Specialists,Dec 2026,2026-06-16,65,£1027 below similar listings,/images/cars/bmw-1-series.jpg,https://example.invalid/listing/827
828,Toyota Yaris Hybrid #828,Toyota,Yaris,Hybrid,6812,2018,30436,Electric,Manual,98,SW18,eBay,AutoMart London,Dec 2026,2026-06-17,66,£1028 below similar listings,/images/cars/toyota-yaris.jpg,https://example.invalid/listing/828
829,Audi A3 TDI Sport #829,Audi,A3,TDI Sport,7191,2019,30573,Petrol,Automatic,105,SW19,Dealer Site,City Motors,Dec 2026,2026-06-18,67,£1029 below similar listings,/images/cars/audi-a3.jpg,https://example.invalid/listing/829
830,Nissan Leaf Tekna #830,Nissan,Leaf,Tekna,7570,2020,30710,Diesel,Manual,112,SW0,Local Garage,Premium Cars Ltd,Dec 2026,2026-06-19,68,£1030 below similar listings,/images/cars/nissan-leaf.jpg,https://example.invalid/listing/830
831,Honda Civic i-VTEC #831,Honda,Civic,i-VTEC,7949,2021,30847,Hybrid,Automatic,119,SW1,Partner Dealer,Green Drive Motors,Dec 2026,2026-06-20,69,£1031 below similar listings,/images/cars/honda-civic.jpg,https://example.invalid/listing/831
